Item_Identifier,Item_Weight,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Age,Item_Visibility_bins,regular,Supermarket Type1,Supermarket Type2,Supermarket Type3,food,non-consumable
non-consumable,8.695,96.0094,OUT010,1,2,2181.2889135750365,24,1,0,0,0,0,0,1
drinks,20.25,219.7482,OUT010,1,2,2181.2889135750365,24,1,0,0,0,0,0,0
food,12.6,248.6092,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
drinks,12.792854228644991,144.5444,OUT019,2,0,2181.2889135750365,37,1,0,0,0,0,0,0
non-consumable,18.0,129.5994,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,0,1
food,8.1,40.448,OUT035,2,1,2181.2889135750365,18,0,1,1,0,0,1,0
food,5.735,174.437,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
non-consumable,19.35,62.6168,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,0,1
non-consumable,16.2,182.1608,OUT035,2,1,2181.2889135750365,18,0,0,1,0,0,0,1
food,19.35,173.9738,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,1,0
food,18.0,119.8124,OUT017,1,1,2181.2889135750365,15,2,0,1,0,0,1,0
food,6.63,56.9588,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
food,16.0,87.5856,OUT010,1,2,2181.2889135750365,24,0,1,0,0,0,1,0
food,8.895,161.9236,OUT045,1,1,2181.2889135750365,20,0,1,1,0,0,1,0
food,7.71,56.0956,OUT010,1,2,2181.2889135750365,24,2,1,0,0,0,1,0
food,16.5,98.3068,OUT045,1,1,2181.2889135750365,20,2,1,1,0,0,1,0
food,18.2,34.819,OUT017,1,1,2181.2889135750365,15,0,0,1,0,0,1,0
food,9.695,220.0114,OUT017,1,1,2181.2889135750365,15,1,1,1,0,0,1,0
drinks,5.78,145.8102,OUT010,1,2,2181.2889135750365,24,1,0,0,0,0,0,0
food,16.1,146.176,OUT035,2,1,2181.2889135750365,18,2,0,1,0,0,1,0
food,19.5,87.954,OUT013,0,2,2181.2889135750365,35,1,1,1,0,0,1,0
food,5.695,256.9646,OUT045,1,1,2181.2889135750365,20,2,0,1,0,0,1,0
food,7.59,173.608,OUT046,2,0,2181.2889135750365,25,0,1,1,0,0,1,0
non-consumable,20.35,125.2678,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,0,1
food,13.3,234.43,OUT045,1,1,2181.2889135750365,20,2,0,1,0,0,1,0
non-consumable,18.75,108.328,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,0,1
non-consumable,20.1,140.8154,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,0,1
food,12.792854228644991,85.8856,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,1,0
non-consumable,14.65,161.4552,OUT017,1,1,2181.2889135750365,15,2,0,1,0,0,0,1
food,11.6,55.4272,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,1,0
drinks,17.85,153.4998,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,0,0
food,12.3,74.138,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,1,0
food,8.895,176.637,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,1,0
drinks,18.7,52.7324,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,0,0
food,7.35,43.8454,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,1,0
non-consumable,14.75,238.8906,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,0,1
food,7.56,156.563,OUT010,1,2,2181.2889135750365,24,1,0,0,0,0,1,0
non-consumable,18.75,206.9954,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,0,1
food,7.71,120.3756,OUT035,2,1,2181.2889135750365,18,1,1,1,0,0,1,0
food,10.195,240.6538,OUT046,2,0,2181.2889135750365,25,1,1,1,0,0,1,0
food,11.1,85.7908,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
drinks,10.8,153.3024,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,0,0
food,14.85,168.1474,OUT046,2,0,2181.2889135750365,25,2,0,1,0,0,1,0
non-consumable,15.7,153.2024,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,0,1
non-consumable,18.85,132.5626,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,0,1
food,12.792854228644991,53.2666,OUT027,1,2,2181.2889135750365,37,1,1,0,0,1,1,0
drinks,16.75,38.3822,OUT018,1,2,2181.2889135750365,13,1,1,0,1,0,0,0
food,6.135,152.8366,OUT013,0,2,2181.2889135750365,35,2,1,1,0,0,1,0
food,14.15,254.1014,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,1,0
non-consumable,7.27,97.3384,OUT010,1,2,2181.2889135750365,24,2,0,0,0,0,0,1
food,13.85,234.03,OUT046,2,0,2181.2889135750365,25,1,1,1,0,0,1,0
food,17.85,152.8682,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,1,0
food,16.0,223.4404,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
food,12.792854228644991,156.1972,OUT019,2,0,2181.2889135750365,37,1,1,0,0,0,1,0
food,12.792854228644991,114.5176,OUT019,2,0,2181.2889135750365,37,2,0,0,0,0,1,0
food,13.6,110.7912,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
non-consumable,15.1,237.2248,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,0,1
non-consumable,15.25,129.0968,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,0,1
drinks,6.28,85.8198,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,0,0
food,7.855,217.2482,OUT045,1,1,2181.2889135750365,20,2,1,1,0,0,1,0
non-consumable,8.97,52.8956,OUT010,1,2,2181.2889135750365,24,0,0,0,0,0,0,1
food,19.35,80.2644,OUT035,2,1,2181.2889135750365,18,1,1,1,0,0,1,0
drinks,12.792854228644991,53.0298,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,0,0
food,11.8,45.5402,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,1,0
food,14.5,170.9448,OUT018,1,2,2181.2889135750365,13,1,1,0,1,0,1,0
food,16.85,110.1544,OUT035,2,1,2181.2889135750365,18,2,1,1,0,0,1,0
food,12.792854228644991,103.6306,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,1,0
food,7.605,165.021,OUT046,2,0,2181.2889135750365,25,2,0,1,0,0,1,0
food,11.15,47.2744,OUT010,1,2,2181.2889135750365,24,1,0,0,0,0,1,0
food,12.35,119.4124,OUT018,1,2,2181.2889135750365,13,2,0,0,1,0,1,0
food,11.0,222.0798,OUT018,1,2,2181.2889135750365,13,0,1,0,1,0,1,0
non-consumable,18.75,208.0954,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,0,1
food,12.792854228644991,38.1822,OUT027,1,2,2181.2889135750365,37,2,0,0,0,1,1,0
non-consumable,18.85,190.4846,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,0,1
food,5.785,263.1252,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
non-consumable,20.25,147.6418,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,0,1
food,13.35,238.3564,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,1,0
food,17.75,240.2538,OUT017,1,1,2181.2889135750365,15,0,1,1,0,0,1,0
drinks,14.6,49.2692,OUT035,2,1,2181.2889135750365,18,0,0,1,0,0,0,0
food,12.792854228644991,123.7072,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,1,0
food,19.35,168.3474,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,1,0
food,19.75,213.2902,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,1,0
food,12.792854228644991,243.3144,OUT019,2,0,2181.2889135750365,37,2,0,0,0,0,1,0
non-consumable,16.25,114.3176,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,0,1
non-consumable,8.275,104.4306,OUT045,1,1,2181.2889135750365,20,2,0,1,0,0,0,1
non-consumable,12.3,245.746,OUT046,2,0,2181.2889135750365,25,2,0,1,0,0,0,1
food,20.7,117.5466,OUT013,0,2,2181.2889135750365,35,2,1,1,0,0,1,0
non-consumable,13.85,40.548,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,0,1
drinks,12.792854228644991,190.6872,OUT027,1,2,2181.2889135750365,37,2,0,0,0,1,0,0
drinks,11.8,74.7012,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,0,0
food,15.35,147.6734,OUT010,1,2,2181.2889135750365,24,2,1,0,0,0,1,0
non-consumable,7.725,121.0414,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,0,1
non-consumable,12.792854228644991,75.2328,OUT019,2,0,2181.2889135750365,37,1,0,0,0,0,0,1
food,12.792854228644991,116.2834,OUT027,1,2,2181.2889135750365,37,0,1,0,0,1,1,0
food,14.3,212.9586,OUT035,2,1,2181.2889135750365,18,1,1,1,0,0,1,0
food,12.792854228644991,82.6592,OUT027,1,2,2181.2889135750365,37,1,1,0,0,1,1,0
food,18.85,41.648,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,1,0
non-consumable,19.6,106.7964,OUT010,1,2,2181.2889135750365,24,1,0,0,0,0,0,1
food,19.2,188.0214,OUT013,0,2,2181.2889135750365,35,2,1,1,0,0,1,0
food,7.09,48.6034,OUT010,1,2,2181.2889135750365,24,1,0,0,0,0,1,0
food,6.715,43.8454,OUT018,1,2,2181.2889135750365,13,2,1,0,1,0,1,0
non-consumable,10.3,154.563,OUT035,2,1,2181.2889135750365,18,2,0,1,0,0,0,1
food,12.792854228644991,55.2588,OUT019,2,0,2181.2889135750365,37,0,1,0,0,0,1,0
food,18.2,148.2734,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,1,0
food,12.35,120.0124,OUT046,2,0,2181.2889135750365,25,2,0,1,0,0,1,0
food,8.84,109.7228,OUT045,1,1,2181.2889135750365,20,2,1,1,0,0,1,0
food,6.76,77.996,OUT010,1,2,2181.2889135750365,24,1,1,0,0,0,1,0
food,12.792854228644991,256.2646,OUT019,2,0,2181.2889135750365,37,2,0,0,0,0,1,0
food,20.85,192.4478,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,1,0
food,18.7,126.102,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
food,12.792854228644991,59.2562,OUT027,1,2,2181.2889135750365,37,1,1,0,0,1,1,0
food,10.5,47.8376,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
non-consumable,12.792854228644991,163.721,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,0,1
non-consumable,11.3,192.8478,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,0,1
food,9.895,261.8278,OUT035,2,1,2181.2889135750365,18,1,1,1,0,0,1,0
non-consumable,12.792854228644991,108.2596,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,0,1
food,16.25,168.7474,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,1,0
food,6.89,191.882,OUT035,2,1,2181.2889135750365,18,0,1,1,0,0,1,0
food,10.1,38.2848,OUT035,2,1,2181.2889135750365,18,1,1,1,0,0,1,0
food,17.6,117.2782,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
food,11.1,166.0526,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
non-consumable,6.26,109.8228,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,0,1
food,18.7,253.9672,OUT035,2,1,2181.2889135750365,18,2,0,1,0,0,1,0
food,8.895,206.5296,OUT046,2,0,2181.2889135750365,25,1,1,1,0,0,1,0
food,6.115,89.0488,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
non-consumable,8.88,211.127,OUT013,0,2,2181.2889135750365,35,2,0,1,0,0,0,1
food,19.7,180.566,OUT010,1,2,2181.2889135750365,24,0,0,0,0,0,1,0
food,12.792854228644991,255.6014,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,1,0
food,6.695,220.3456,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,1,0
non-consumable,12.792854228644991,92.4146,OUT019,2,0,2181.2889135750365,37,2,0,0,0,0,0,1
food,14.0,152.9656,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
food,10.195,119.744,OUT010,1,2,2181.2889135750365,24,1,0,0,0,0,1,0
food,12.5,118.244,OUT013,0,2,2181.2889135750365,35,2,0,1,0,0,1,0
food,15.0,121.0414,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
non-consumable,15.0,139.4838,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,0,1
food,20.75,193.9478,OUT018,1,2,2181.2889135750365,13,2,0,0,1,0,1,0
food,17.7,95.041,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,1,0
drinks,6.28,88.5198,OUT010,1,2,2181.2889135750365,24,1,0,0,0,0,0,0
food,12.792854228644991,104.4622,OUT027,1,2,2181.2889135750365,37,0,0,0,0,1,1,0
non-consumable,8.76,128.4336,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,0,1
food,15.15,149.3708,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,1,0
food,16.75,72.1038,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
non-consumable,9.1,45.7718,OUT013,0,2,2181.2889135750365,35,2,0,1,0,0,0,1
food,12.792854228644991,85.454,OUT027,1,2,2181.2889135750365,37,1,1,0,0,1,1,0
food,12.8,115.0492,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,1,0
food,12.792854228644991,78.4644,OUT019,2,0,2181.2889135750365,37,0,0,0,0,0,1,0
food,12.792854228644991,85.3566,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,1,0
food,8.975,102.099,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
food,15.6,75.767,OUT035,2,1,2181.2889135750365,18,2,0,1,0,0,1,0
drinks,17.25,162.7526,OUT010,1,2,2181.2889135750365,24,1,0,0,0,0,0,0
non-consumable,10.5,236.8248,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,0,1
non-consumable,9.395,84.9908,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,0,1
non-consumable,18.85,131.1626,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,0,1
drinks,7.02,82.325,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,0,0
food,7.655,114.5492,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
food,12.792854228644991,96.7384,OUT019,2,0,2181.2889135750365,37,2,1,0,0,0,1,0
non-consumable,20.25,235.9616,OUT018,1,2,2181.2889135750365,13,0,0,0,1,0,0,1
food,13.35,62.6194,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,1,0
non-consumable,9.6,43.2086,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,0,1
food,15.7,133.9942,OUT046,2,0,2181.2889135750365,25,2,0,1,0,0,1,0
food,17.5,140.418,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,1,0
non-consumable,6.86,228.201,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,0,1
food,16.75,37.7822,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,1,0
food,13.1,195.2768,OUT013,0,2,2181.2889135750365,35,2,1,1,0,0,1,0
food,15.35,191.9504,OUT013,0,2,2181.2889135750365,35,2,1,1,0,0,1,0
drinks,18.35,190.1872,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,0,0
food,11.15,151.2708,OUT035,2,1,2181.2889135750365,18,1,1,1,0,0,1,0
drinks,6.96,89.5146,OUT010,1,2,2181.2889135750365,24,2,0,0,0,0,0,0
food,17.75,145.7444,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,1,0
food,17.7,81.6276,OUT046,2,0,2181.2889135750365,25,1,1,1,0,0,1,0
food,5.405,201.0742,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
food,9.5,184.9608,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
drinks,12.792854228644991,144.7444,OUT027,1,2,2181.2889135750365,37,0,0,0,0,1,0,0
non-consumable,11.5,134.4942,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,0,1
food,7.605,162.921,OUT035,2,1,2181.2889135750365,18,2,0,1,0,0,1,0
non-consumable,12.1,165.0526,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,0,1
non-consumable,5.825,161.6894,OUT049,1,0,2181.2889135750365,23,2,0,1,0,0,0,1
non-consumable,8.275,102.8306,OUT046,2,0,2181.2889135750365,25,2,0,1,0,0,0,1
non-consumable,12.792854228644991,191.3504,OUT019,2,0,2181.2889135750365,37,0,0,0,0,0,0,1
food,7.55,151.234,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
food,8.02,154.9998,OUT017,1,1,2181.2889135750365,15,2,0,1,0,0,1,0
non-consumable,13.5,159.492,OUT049,1,0,2181.2889135750365,23,2,0,1,0,0,0,1
food,18.6,49.5376,OUT035,2,1,2181.2889135750365,18,0,1,1,0,0,1,0
food,12.792854228644991,158.9578,OUT027,1,2,2181.2889135750365,37,1,1,0,0,1,1,0
non-consumable,7.685,144.576,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,0,1
food,7.42,186.0582,OUT013,0,2,2181.2889135750365,35,1,1,1,0,0,1,0
food,14.1,86.5198,OUT049,1,0,2181.2889135750365,23,2,0,1,0,0,1,0
food,19.7,195.611,OUT035,2,1,2181.2889135750365,18,2,1,1,0,0,1,0
food,14.1,53.7956,OUT018,1,2,2181.2889135750365,13,2,0,0,1,0,1,0
food,16.6,120.3124,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,1,0
food,15.2,258.233,OUT017,1,1,2181.2889135750365,15,2,0,1,0,0,1,0
food,12.792854228644991,197.6426,OUT027,1,2,2181.2889135750365,37,2,0,0,0,1,1,0
drinks,8.67,144.6128,OUT045,1,1,2181.2889135750365,20,2,0,1,0,0,0,0
non-consumable,20.2,123.5046,OUT018,1,2,2181.2889135750365,13,2,0,0,1,0,0,1
food,10.3,79.396,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
food,6.635,37.0506,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
non-consumable,12.792854228644991,234.1616,OUT027,1,2,2181.2889135750365,37,0,0,0,0,1,0,1
non-consumable,17.0,123.673,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,0,1
food,9.695,223.4114,OUT013,0,2,2181.2889135750365,35,1,1,1,0,0,1,0
food,15.7,112.1202,OUT013,0,2,2181.2889135750365,35,2,1,1,0,0,1,0
food,16.35,165.0842,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,1,0
food,9.195,79.6644,OUT046,2,0,2181.2889135750365,25,1,1,1,0,0,1,0
non-consumable,12.792854228644991,141.2812,OUT019,2,0,2181.2889135750365,37,2,0,0,0,0,0,1
food,15.35,89.383,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,1,0
food,10.1,35.7848,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
food,14.15,256.4014,OUT010,1,2,2181.2889135750365,24,1,0,0,0,0,1,0
food,8.71,46.7744,OUT035,2,1,2181.2889135750365,18,1,1,1,0,0,1,0
food,17.85,261.3936,OUT046,2,0,2181.2889135750365,25,1,1,1,0,0,1,0
food,18.0,87.3514,OUT035,2,1,2181.2889135750365,18,0,1,1,0,0,1,0
food,19.35,223.7088,OUT049,1,0,2181.2889135750365,23,2,0,1,0,0,1,0
drinks,12.792854228644991,166.0158,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,0,0
drinks,5.73,188.1898,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,0,0
food,12.792854228644991,51.3008,OUT019,2,0,2181.2889135750365,37,1,0,0,0,0,1,0
non-consumable,12.792854228644991,196.111,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,0,1
food,11.65,114.786,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
food,8.1,86.5198,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
food,17.0,223.7114,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
non-consumable,16.35,195.711,OUT018,1,2,2181.2889135750365,13,2,0,0,1,0,0,1
non-consumable,18.6,94.5436,OUT035,2,1,2181.2889135750365,18,2,0,1,0,0,0,1
food,9.8,178.337,OUT046,2,0,2181.2889135750365,25,2,0,1,0,0,1,0
drinks,11.85,96.0726,OUT017,1,1,2181.2889135750365,15,0,0,1,0,0,0,0
food,15.1,159.6604,OUT013,0,2,2181.2889135750365,35,2,0,1,0,0,1,0
food,5.46,185.124,OUT013,0,2,2181.2889135750365,35,1,1,1,0,0,1,0
food,16.2,100.37,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
food,11.35,197.6742,OUT046,2,0,2181.2889135750365,25,1,1,1,0,0,1,0
food,17.7,183.8292,OUT018,1,2,2181.2889135750365,13,2,0,0,1,0,1,0
drinks,12.792854228644991,142.2812,OUT019,2,0,2181.2889135750365,37,2,0,0,0,0,0,0
food,19.5,86.454,OUT017,1,1,2181.2889135750365,15,1,1,1,0,0,1,0
food,11.65,228.7694,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,1,0
food,9.8,248.6408,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
non-consumable,11.3,192.2478,OUT010,1,2,2181.2889135750365,24,1,0,0,0,0,0,1
food,20.5,82.7592,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
food,12.15,65.9826,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,1,0
non-consumable,19.0,129.1336,OUT045,1,1,2181.2889135750365,20,1,0,1,0,0,0,1
food,6.465,266.0884,OUT049,1,0,2181.2889135750365,23,2,0,1,0,0,1,0
food,18.6,246.8802,OUT035,2,1,2181.2889135750365,18,1,0,1,0,0,1,0
food,14.85,121.0072,OUT013,0,2,2181.2889135750365,35,1,1,1,0,0,1,0
drinks,15.75,253.8382,OUT018,1,2,2181.2889135750365,13,0,0,0,1,0,0,0
food,7.47,214.8218,OUT010,1,2,2181.2889135750365,24,1,1,0,0,0,1,0
food,12.5,90.9488,OUT035,2,1,2181.2889135750365,18,2,1,1,0,0,1,0
non-consumable,17.1,111.486,OUT017,1,1,2181.2889135750365,15,2,0,1,0,0,0,1
non-consumable,12.792854228644991,56.793,OUT019,2,0,2181.2889135750365,37,2,0,0,0,0,0,1
non-consumable,19.6,149.8024,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,0,1
food,11.85,165.6526,OUT035,2,1,2181.2889135750365,18,1,1,1,0,0,1,0
food,12.792854228644991,260.5936,OUT027,1,2,2181.2889135750365,37,1,1,0,0,1,1,0
food,9.6,107.028,OUT046,2,0,2181.2889135750365,25,2,0,1,0,0,1,0
food,5.305,182.1608,OUT017,1,1,2181.2889135750365,15,1,1,1,0,0,1,0
non-consumable,16.2,183.6608,OUT045,1,1,2181.2889135750365,20,0,0,1,0,0,0,1
food,17.5,145.7102,OUT046,2,0,2181.2889135750365,25,1,1,1,0,0,1,0
food,7.27,89.6488,OUT049,1,0,2181.2889135750365,23,1,1,1,0,0,1,0
food,12.792854228644991,64.1142,OUT027,1,2,2181.2889135750365,37,1,1,0,0,1,1,0
food,12.792854228644991,113.6834,OUT019,2,0,2181.2889135750365,37,2,0,0,0,0,1,0
food,18.6,247.2802,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,1,0
non-consumable,6.675,34.1874,OUT018,1,2,2181.2889135750365,13,1,0,0,1,0,0,1
food,12.792854228644991,176.7054,OUT027,1,2,2181.2889135750365,37,1,0,0,0,1,1,0
food,5.305,182.0608,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
non-consumable,5.485,163.9842,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,0,1
non-consumable,15.7,152.1024,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,0,1
food,17.75,35.9216,OUT046,2,0,2181.2889135750365,25,2,0,1,0,0,1,0
food,13.85,163.421,OUT013,0,2,2181.2889135750365,35,1,1,1,0,0,1,0
food,7.72,118.7466,OUT013,0,2,2181.2889135750365,35,2,1,1,0,0,1,0
food,7.26,114.515,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,1,0
food,12.792854228644991,164.4868,OUT027,1,2,2181.2889135750365,37,2,0,0,0,1,1,0
food,9.27,150.605,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,1,0
food,12.792854228644991,50.5008,OUT027,1,2,2181.2889135750365,37,0,1,0,0,1,1,0
food,10.195,120.844,OUT046,2,0,2181.2889135750365,25,2,0,1,0,0,1,0
food,14.15,123.3046,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,1,0
food,8.38,111.357,OUT018,1,2,2181.2889135750365,13,1,1,0,1,0,1,0
food,11.5,102.5358,OUT049,1,0,2181.2889135750365,23,2,1,1,0,0,1,0
food,13.6,110.3912,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
food,18.2,147.1734,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,1,0
drinks,7.63,96.0436,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,0,0
food,10.195,43.2428,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,1,0
food,19.7,188.8556,OUT046,2,0,2181.2889135750365,25,1,1,1,0,0,1,0
food,17.75,152.7656,OUT035,2,1,2181.2889135750365,18,1,1,1,0,0,1,0
drinks,9.695,178.0344,OUT018,1,2,2181.2889135750365,13,2,0,0,1,0,0,0
food,8.84,108.9228,OUT013,0,2,2181.2889135750365,35,2,1,1,0,0,1,0
food,17.75,255.9672,OUT046,2,0,2181.2889135750365,25,1,0,1,0,0,1,0
food,14.85,158.5578,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
drinks,5.78,144.7102,OUT017,1,1,2181.2889135750365,15,1,0,1,0,0,0,0
food,5.94,180.4344,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,1,0
food,12.792854228644991,121.2098,OUT019,2,0,2181.2889135750365,37,0,0,0,0,0,1,0
food,12.792854228644991,128.102,OUT019,2,0,2181.2889135750365,37,2,0,0,0,0,1,0
food,21.35,97.0094,OUT049,1,0,2181.2889135750365,23,2,0,1,0,0,1,0
non-consumable,5.825,161.8894,OUT017,1,1,2181.2889135750365,15,2,0,1,0,0,0,1
food,6.67,132.6626,OUT046,2,0,2181.2889135750365,25,2,1,1,0,0,1,0
non-consumable,12.8,108.9938,OUT046,2,0,2181.2889135750365,25,2,0,1,0,0,0,1
food,7.84,51.035,OUT013,0,2,2181.2889135750365,35,1,1,1,0,0,1,0
food,6.75,96.8752,OUT017,1,1,2181.2889135750365,15,2,1,1,0,0,1,0
food,9.6,105.728,OUT010,1,2,2181.2889135750365,24,0,0,0,0,0,1,0
food,10.3,116.4176,OUT045,1,1,2181.2889135750365,20,1,1,1,0,0,1,0
non-consumable,6.825,263.2226,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,0,1
food,7.36,59.2588,OUT013,0,2,2181.2889135750365,35,1,0,1,0,0,1,0
food,6.305,96.3436,OUT017,1,1,2181.2889135750365,15,2,1,1,0,0,1,0
non-consumable,13.0,62.9194,OUT010,1,2,2181.2889135750365,24,0,0,0,0,0,0,1
drinks,5.73,85.4882,OUT049,1,0,2181.2889135750365,23,1,0,1,0,0,0,0
food,5.26,96.4068,OUT017,1,1,2181.2889135750365,15,1,1,1,0,0,1,0
food,12.792854228644991,96.0436,OUT027,1,2,2181.2889135750365,37,2,0,0,0,1,1,0
